NAME,c_income,c_less10k,c_10_14999,c_15_24999,c_25_34999,c_35_49999,c_50_74999,c_75_99999,c_100_149,c_150_199,c_200more,c_income_moe,c_less10k_moe,c_10_14999_moe,c_15_24999_moe,c_25_34999_moe,c_35_49999_moe,c_50_74999_moe,c_75_99999_moe,c_100_149_moe,c_150_199_moe,c_200more_moe,state_fips,county_fips,tract_fips,year,FIPS_11_digit
"Census Tract 449.07, Riverside County, California",1450,10.0,3.0,20.0,16.0,9.0,18.0,8.0,9.0,1.0,0.0,109,6.0,3.0,7.0,6.0,4.0,7.0,6.0,4.0,1.0,0.0,06,065,044907,2018,06065044907
"Census Tract 304, Riverside County, California",1552,4.0,12.0,7.0,14.0,15.0,13.0,12.0,9.0,4.0,6.0,96,3.0,4.0,4.0,6.0,5.0,5.0,4.0,4.0,2.0,3.0,06,065,030400,2018,06065030400
"Census Tract 452.09, Riverside County, California",1895,8.0,14.0,16.0,9.0,12.0,18.0,10.0,8.0,1.0,0.0,114,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,06,065,045209,2018,06065045209
"Census Tract 455.02, Riverside County, California",1272,17.0,8.0,21.0,10.0,19.0,9.0,7.0,4.0,0.0,1.0,95,9.0,5.0,7.0,6.0,7.0,4.0,4.0,4.0,2.0,2.0,06,065,045502,2018,06065045502
"Census Tract 457.04, Riverside County, California",1022,15.0,6.0,37.0,17.0,7.0,13.0,2.0,0.0,0.0,0.0,95,8.0,5.0,12.0,11.0,6.0,9.0,2.0,3.0,3.0,3.0,06,065,045704,2018,06065045704
"Census Tract 457.05, Riverside County, California",3074,11.0,7.0,16.0,19.0,14.0,13.0,11.0,3.0,0.0,0.0,174,4.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,06,065,045705,2018,06065045705
"Census Tract 53.05, Fresno County, California",1161,6.0,7.0,13.0,13.0,9.0,18.0,12.0,15.0,4.0,0.0,72,4.0,3.0,7.0,7.0,5.0,7.0,6.0,8.0,4.0,3.0,06,019,005305,2018,06019005305
"Census Tract 55.03, Fresno County, California",2322,3.0,2.0,7.0,5.0,7.0,17.0,9.0,18.0,12.0,16.0,128,2.0,1.0,4.0,3.0,4.0,6.0,4.0,6.0,4.0,6.0,06,019,005503,2018,06019005503
"Census Tract 55.10, Fresno County, California",2260,10.0,2.0,9.0,7.0,11.0,19.0,13.0,12.0,5.0,5.0,132,6.0,3.0,5.0,4.0,5.0,7.0,5.0,5.0,2.0,3.0,06,019,005510,2018,06019005510
"Census Tract 55.13, Fresno County, California",968,2.0,2.0,1.0,4.0,8.0,18.0,11.0,25.0,9.0,16.0,49,3.0,2.0,1.0,3.0,4.0,5.0,3.0,6.0,4.0,4.0,06,019,005513,2018,06019005513
"Census Tract 81, Fresno County, California",1993,12.0,4.0,6.0,12.0,13.0,14.0,12.0,13.0,6.0,5.0,132,5.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,06,019,008100,2018,06019008100
"Census Tract 46.02, Fresno County, California",1012,3.0,0.0,3.0,5.0,6.0,16.0,29.0,11.0,6.0,17.0,72,3.0,1.0,3.0,3.0,4.0,7.0,11.0,5.0,4.0,8.0,06,019,004602,2018,06019004602
"Census Tract 53.02, Fresno County, California",1852,9.0,9.0,17.0,11.0,18.0,16.0,10.0,4.0,1.0,0.0,101,4.0,4.0,5.0,4.0,6.0,4.0,4.0,2.0,1.0,0.0,06,019,005302,2018,06019005302
"Census Tract 54.03, Fresno County, California",1374,21.0,18.0,12.0,10.0,13.0,17.0,4.0,2.0,0.0,0.0,94,6.0,6.0,4.0,4.0,5.0,6.0,3.0,2.0,2.0,1.0,06,019,005403,2018,06019005403
"Census Tract 55.07, Fresno County, California",2188,2.0,3.0,7.0,3.0,4.0,14.0,15.0,18.0,18.0,11.0,110,2.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,6.0,5.0,06,019,005507,2018,06019005507
"Census Tract 56.05, Fresno County, California",520,0.0,0.0,1.0,3.0,5.0,22.0,20.0,34.0,7.0,4.0,25,6.0,6.0,2.0,3.0,3.0,6.0,6.0,8.0,5.0,4.0,06,019,005605,2018,06019005605
"Census Tract 67, Fresno County, California",2247,4.0,6.0,7.0,13.0,16.0,20.0,10.0,14.0,4.0,2.0,149,4.0,5.0,4.0,6.0,7.0,7.0,4.0,5.0,3.0,3.0,06,019,006700,2018,06019006700
"Census Tract 72.01, Fresno County, California",2800,5.0,8.0,6.0,6.0,10.0,17.0,17.0,13.0,7.0,7.0,162,3.0,4.0,3.0,3.0,4.0,6.0,5.0,5.0,3.0,3.0,06,019,007201,2018,06019007201
"Census Tract 72.02, Fresno County, California",1625,5.0,4.0,13.0,10.0,7.0,17.0,21.0,10.0,4.0,3.0,116,3.0,2.0,4.0,3.0,4.0,5.0,6.0,4.0,3.0,3.0,06,019,007202,2018,06019007202
"Census Tract 75, Fresno County, California",1461,4.0,4.0,15.0,16.0,15.0,18.0,12.0,9.0,4.0,0.0,88,3.0,3.0,7.0,7.0,6.0,7.0,4.0,4.0,3.0,0.0,06,019,007500,2018,06019007500
"Census Tract 55.15, Fresno County, California",606,2.0,2.0,2.0,8.0,5.0,22.0,11.0,19.0,9.0,16.0,45,4.0,2.0,3.0,6.0,5.0,9.0,7.0,7.0,4.0,5.0,06,019,005515,2018,06019005515
"Census Tract 53.01, Fresno County, California",1946,4.0,5.0,12.0,11.0,22.0,16.0,13.0,11.0,1.0,1.0,49,2.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,1.0,06,019,005301,2018,06019005301
"Census Tract 54.07, Fresno County, California",1242,1.0,4.0,4.0,7.0,13.0,24.0,13.0,19.0,6.0,4.0,55,1.0,4.0,4.0,3.0,5.0,6.0,5.0,6.0,3.0,4.0,06,019,005407,2018,06019005407
"Census Tract 55.12, Fresno County, California",1714,3.0,0.0,3.0,6.0,7.0,14.0,20.0,26.0,10.0,6.0,51,2.0,0.0,2.0,3.0,3.0,5.0,6.0,6.0,4.0,3.0,06,019,005512,2018,06019005512
"Census Tract 56.02, Fresno County, California",2251,8.0,5.0,15.0,14.0,17.0,19.0,6.0,7.0,2.0,1.0,119,5.0,3.0,6.0,6.0,6.0,5.0,3.0,4.0,2.0,1.0,06,019,005602,2018,06019005602
"Census Tract 57.01, Fresno County, California",1289,4.0,1.0,12.0,16.0,19.0,9.0,18.0,14.0,1.0,1.0,93,3.0,1.0,5.0,7.0,8.0,5.0,5.0,7.0,1.0,1.0,06,019,005701,2018,06019005701
"Census Tract 25.02, Fresno County, California",1168,15.0,25.0,28.0,12.0,9.0,1.0,4.0,1.0,0.0,0.0,78,8.0,8.0,11.0,7.0,4.0,1.0,3.0,2.0,2.0,2.0,06,019,002502,2018,06019002502
"Census Tract 26.02, Fresno County, California",992,3.0,5.0,13.0,10.0,19.0,26.0,9.0,7.0,1.0,2.0,42,3.0,3.0,6.0,5.0,7.0,7.0,4.0,5.0,1.0,2.0,06,019,002602,2018,06019002602
"Census Tract 39, Fresno County, California",1647,6.0,5.0,9.0,17.0,12.0,12.0,13.0,11.0,4.0,7.0,118,4.0,4.0,5.0,7.0,6.0,6.0,5.0,5.0,2.0,6.0,06,019,003900,2018,06019003900
"Census Tract 58.02, Fresno County, California",1428,0.0,0.0,8.0,4.0,3.0,7.0,10.0,28.0,19.0,16.0,88,1.0,1.0,3.0,2.0,2.0,3.0,4.0,7.0,6.0,6.0,06,019,005802,2018,06019005802
"Census Tract 69, Fresno County, California",902,9.0,4.0,24.0,14.0,14.0,9.0,8.0,9.0,4.0,0.0,61,5.0,2.0,8.0,5.0,6.0,4.0,5.0,4.0,3.0,0.0,06,019,006900,2018,06019006900
"Census Tract 74, Fresno County, California",1009,8.0,8.0,11.0,18.0,11.0,14.0,11.0,10.0,4.0,1.0,64,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,3.0,1.0,06,019,007400,2018,06019007400
"Census Tract 77, Fresno County, California",1493,2.0,6.0,7.0,24.0,5.0,26.0,18.0,4.0,2.0,1.0,108,2.0,4.0,4.0,8.0,3.0,8.0,7.0,3.0,2.0,1.0,06,019,007700,2018,06019007700
"Census Tract 20, Fresno County, California",1746,16.0,12.0,24.0,10.0,17.0,12.0,2.0,2.0,0.0,0.0,93,5.0,5.0,6.0,4.0,6.0,4.0,2.0,2.0,1.0,2.0,06,019,002000,2018,06019002000
"Census Tract 43.02, Fresno County, California",2066,2.0,3.0,7.0,3.0,7.0,16.0,15.0,17.0,9.0,16.0,94,2.0,3.0,3.0,2.0,3.0,6.0,6.0,6.0,4.0,5.0,06,019,004302,2018,06019004302
"Census Tract 320.44, Orange County, California",1996,4.0,1.0,3.0,1.0,4.0,7.0,5.0,13.0,12.0,45.0,89,3.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,6.0,06,059,032044,2018,06059032044
"Census Tract 320.45, Orange County, California",991,1.0,0.0,2.0,1.0,0.0,8.0,8.0,27.0,18.0,29.0,29,1.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,5.0,6.0,06,059,032045,2018,06059032045
"Census Tract 320.46, Orange County, California",1876,1.0,0.0,5.0,1.0,2.0,3.0,7.0,10.0,15.0,53.0,91,1.0,0.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,6.0,06,059,032046,2018,06059032046
"Census Tract 320.48, Orange County, California",2244,5.0,2.0,5.0,2.0,5.0,5.0,10.0,27.0,19.0,16.0,41,3.0,2.0,3.0,1.0,3.0,3.0,5.0,6.0,6.0,5.0,06,059,032048,2018,06059032048
"Census Tract 320.53, Orange County, California",3127,3.0,0.0,1.0,5.0,4.0,15.0,10.0,23.0,18.0,16.0,97,2.0,0.0,2.0,2.0,2.0,4.0,3.0,5.0,6.0,4.0,06,059,032053,2018,06059032053
"Census Tract 421.08, Orange County, California",2562,10.0,1.0,5.0,7.0,13.0,13.0,16.0,12.0,6.0,13.0,194,5.0,2.0,3.0,5.0,6.0,4.0,6.0,4.0,3.0,6.0,06,059,042108,2018,06059042108
"Census Tract 423.05, Orange County, California",1324,3.0,0.0,6.0,4.0,1.0,5.0,7.0,15.0,13.0,41.0,112,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,7.0,06,059,042305,2018,06059042305
"Census Tract 228.03, San Francisco County, California",1580,4.0,2.0,3.0,2.0,5.0,10.0,10.0,19.0,14.0,27.0,74,3.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,6.0,06,075,022803,2018,06075022803
"Census Tract 264.04, San Francisco County, California",701,5.0,8.0,11.0,7.0,13.0,15.0,11.0,8.0,9.0,9.0,39,3.0,4.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,06,075,026404,2018,06075026404
"Census Tract 306, San Francisco County, California",896,0.0,0.0,5.0,5.0,2.0,5.0,8.0,17.0,13.0,40.0,40,0.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,06,075,030600,2018,06075030600
"Census Tract 310, San Francisco County, California",1307,1.0,0.0,5.0,3.0,4.0,9.0,6.0,16.0,20.0,30.0,68,1.0,1.0,2.0,3.0,3.0,6.0,4.0,5.0,9.0,8.0,06,075,031000,2018,06075031000
"Census Tract 332.01, San Francisco County, California",620,14.0,3.0,16.0,15.0,15.0,13.0,10.0,4.0,4.0,2.0,56,7.0,4.0,7.0,8.0,7.0,8.0,6.0,3.0,3.0,1.0,06,075,033201,2018,06075033201
"Census Tract 111, San Francisco County, California",3144,3.0,11.0,4.0,5.0,4.0,11.0,6.0,20.0,14.0,17.0,163,2.0,6.0,2.0,3.0,3.0,4.0,3.0,6.0,4.0,4.0,06,075,011100,2018,06075011100
"Census Tract 117, San Francisco County, California",1019,8.0,7.0,10.0,4.0,11.0,18.0,8.0,15.0,5.0,10.0,110,5.0,5.0,4.0,3.0,7.0,7.0,4.0,7.0,3.0,4.0,06,075,011700,2018,06075011700
"Census Tract 3270, Contra Costa County, California",2867,3.0,2.0,6.0,6.0,19.0,24.0,11.0,18.0,4.0,2.0,121,3.0,2.0,3.0,4.0,6.0,7.0,4.0,6.0,3.0,1.0,06,013,327000,2018,06013327000
"Census Tract 3280, Contra Costa County, California",1387,8.0,9.0,13.0,7.0,16.0,14.0,7.0,15.0,2.0,5.0,88,4.0,4.0,5.0,5.0,7.0,6.0,3.0,7.0,1.0,2.0,06,013,328000,2018,06013328000
"Census Tract 3290, Contra Costa County, California",2176,1.0,3.0,7.0,5.0,8.0,17.0,20.0,20.0,10.0,4.0,143,1.0,2.0,4.0,5.0,4.0,6.0,6.0,8.0,5.0,3.0,06,013,329000,2018,06013329000
"Census Tract 3320, Contra Costa County, California",2948,3.0,1.0,6.0,6.0,5.0,15.0,10.0,29.0,10.0,11.0,62,2.0,1.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,06,013,332000,2018,06013332000
"Census Tract 3400.01, Contra Costa County, California",2403,7.0,2.0,6.0,6.0,12.0,14.0,7.0,13.0,11.0,17.0,103,3.0,2.0,4.0,4.0,6.0,5.0,3.0,5.0,4.0,5.0,06,013,340001,2018,06013340001
"Census Tract 3430.03, Contra Costa County, California",1438,0.0,1.0,3.0,2.0,5.0,4.0,11.0,20.0,15.0,34.0,79,1.0,1.0,3.0,1.0,2.0,3.0,4.0,5.0,5.0,6.0,06,013,343003,2018,06013343003
"Census Tract 3451.03, Contra Costa County, California",1728,4.0,1.0,3.0,4.0,2.0,5.0,11.0,20.0,14.0,30.0,81,3.0,1.0,3.0,2.0,1.0,2.0,3.0,5.0,5.0,5.0,06,013,345103,2018,06013345103
"Census Tract 3451.05, Contra Costa County, California",2164,4.0,0.0,2.0,2.0,4.0,9.0,11.0,23.0,11.0,30.0,145,3.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,4.0,6.0,06,013,345105,2018,06013345105
"Census Tract 3451.08, Contra Costa County, California",3169,3.0,1.0,3.0,3.0,3.0,8.0,10.0,25.0,10.0,30.0,157,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,06,013,345108,2018,06013345108
"Census Tract 3462.01, Contra Costa County, California",2854,1.0,1.0,1.0,3.0,2.0,14.0,7.0,16.0,8.0,43.0,82,2.0,1.0,1.0,3.0,1.0,5.0,3.0,6.0,4.0,8.0,06,013,346201,2018,06013346201
"Census Tract 3480, Contra Costa County, California",1658,1.0,0.0,0.0,2.0,2.0,8.0,10.0,13.0,10.0,50.0,92,1.0,2.0,0.0,1.0,2.0,4.0,5.0,3.0,3.0,7.0,06,013,348000,2018,06013348000
"Census Tract 3553.04, Contra Costa County, California",3103,3.0,1.0,2.0,5.0,5.0,6.0,8.0,20.0,12.0,35.0,126,2.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,6.0,06,013,355304,2018,06013355304
"Census Tract 3560.02, Contra Costa County, California",1969,1.0,0.0,2.0,2.0,6.0,15.0,7.0,16.0,20.0,27.0,95,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,6.0,5.0,06,013,356002,2018,06013356002
"Census Tract 3592.04, Contra Costa County, California",1475,1.0,1.0,5.0,3.0,9.0,12.0,9.0,24.0,16.0,16.0,60,1.0,1.0,3.0,3.0,3.0,4.0,4.0,6.0,5.0,5.0,06,013,359204,2018,06013359204
"Census Tract 3650.02, Contra Costa County, California",1444,4.0,5.0,12.0,8.0,18.0,21.0,8.0,15.0,1.0,3.0,83,3.0,3.0,5.0,4.0,6.0,7.0,4.0,5.0,2.0,2.0,06,013,365002,2018,06013365002
"Census Tract 3660.02, Contra Costa County, California",1689,3.0,5.0,7.0,7.0,20.0,21.0,14.0,15.0,3.0,1.0,97,2.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,06,013,366002,2018,06013366002
"Census Tract 3672, Contra Costa County, California",1692,6.0,4.0,15.0,6.0,13.0,17.0,9.0,18.0,6.0,1.0,73,3.0,3.0,6.0,3.0,4.0,6.0,4.0,5.0,3.0,1.0,06,013,367200,2018,06013367200
"Census Tract 3690.01, Contra Costa County, California",2389,7.0,10.0,14.0,13.0,14.0,16.0,12.0,7.0,3.0,0.0,113,4.0,5.0,5.0,6.0,5.0,6.0,4.0,3.0,2.0,1.0,06,013,369001,2018,06013369001
"Census Tract 3730, Contra Costa County, California",1128,3.0,1.0,12.0,9.0,18.0,28.0,15.0,10.0,1.0,0.0,60,2.0,1.0,7.0,5.0,7.0,9.0,7.0,6.0,2.0,3.0,06,013,373000,2018,06013373000
"Census Tract 3770, Contra Costa County, California",2254,9.0,2.0,16.0,14.0,19.0,10.0,12.0,13.0,0.0,0.0,141,4.0,2.0,6.0,6.0,7.0,4.0,5.0,6.0,1.0,1.0,06,013,377000,2018,06013377000
"Census Tract 3852, Contra Costa County, California",505,0.0,2.0,2.0,6.0,12.0,3.0,10.0,21.0,12.0,28.0,40,6.0,2.0,2.0,4.0,4.0,2.0,5.0,8.0,6.0,9.0,06,013,385200,2018,06013385200
"Census Tract 3880, Contra Costa County, California",1092,2.0,0.0,3.0,5.0,11.0,20.0,8.0,17.0,19.0,11.0,77,2.0,1.0,2.0,3.0,5.0,7.0,4.0,6.0,7.0,4.0,06,013,388000,2018,06013388000
"Census Tract 3910, Contra Costa County, California",1148,3.0,0.0,3.0,4.0,5.0,9.0,9.0,16.0,10.0,36.0,36,3.0,1.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,7.0,06,013,391000,2018,06013391000
"Census Tract 3920, Contra Costa County, California",1185,4.0,2.0,2.0,5.0,3.0,7.0,8.0,19.0,17.0,28.0,47,4.0,3.0,2.0,3.0,2.0,4.0,3.0,6.0,6.0,6.0,06,013,392000,2018,06013392000
"Census Tract 3740, Contra Costa County, California",1783,10.0,12.0,3.0,8.0,12.0,20.0,16.0,11.0,2.0,3.0,80,5.0,5.0,2.0,4.0,6.0,6.0,5.0,3.0,2.0,2.0,06,013,374000,2018,06013374000
"Census Tract 3790, Contra Costa County, California",1874,7.0,7.0,10.0,9.0,23.0,18.0,10.0,7.0,2.0,1.0,124,4.0,3.0,4.0,4.0,7.0,6.0,4.0,4.0,2.0,2.0,06,013,379000,2018,06013379000
"Census Tract 3810, Contra Costa County, California",1944,6.0,14.0,11.0,8.0,10.0,23.0,11.0,6.0,4.0,1.0,129,3.0,5.0,4.0,3.0,4.0,6.0,4.0,3.0,2.0,1.0,06,013,381000,2018,06013381000
"Census Tract 3820, Contra Costa County, California",2795,11.0,6.0,13.0,10.0,17.0,15.0,8.0,9.0,5.0,2.0,133,5.0,4.0,6.0,5.0,7.0,4.0,4.0,4.0,3.0,2.0,06,013,382000,2018,06013382000
"Census Tract 3830, Contra Costa County, California",2015,3.0,3.0,3.0,5.0,13.0,16.0,17.0,16.0,10.0,8.0,81,3.0,2.0,2.0,3.0,5.0,6.0,6.0,5.0,4.0,4.0,06,013,383000,2018,06013383000
"Census Tract 3840, Contra Costa County, California",1631,3.0,3.0,5.0,7.0,6.0,8.0,11.0,23.0,10.0,20.0,87,1.0,2.0,3.0,3.0,3.0,4.0,4.0,6.0,4.0,5.0,06,013,384000,2018,06013384000
"Census Tract 3131.01, Contra Costa County, California",2538,7.0,10.0,9.0,7.0,13.0,19.0,12.0,16.0,1.0,1.0,137,3.0,5.0,3.0,4.0,5.0,7.0,6.0,5.0,2.0,1.0,06,013,313101,2018,06013313101
"Census Tract 3350, Contra Costa County, California",1205,3.0,4.0,2.0,5.0,6.0,22.0,20.0,16.0,12.0,7.0,88,2.0,4.0,1.0,3.0,3.0,9.0,7.0,6.0,5.0,4.0,06,013,335000,2018,06013335000
"Census Tract 93.17, Sacramento County, California",1906,3.0,4.0,3.0,4.0,9.0,21.0,21.0,23.0,6.0,2.0,64,2.0,2.0,2.0,2.0,4.0,5.0,6.0,7.0,3.0,1.0,06,067,009317,2018,06067009317
"Census Tract 89.13, Sacramento County, California",1547,3.0,4.0,7.0,9.0,18.0,21.0,13.0,15.0,5.0,1.0,49,3.0,3.0,3.0,4.0,6.0,6.0,5.0,5.0,3.0,1.0,06,067,008913,2018,06067008913
"Census Tract 90.05, Sacramento County, California",1155,5.0,4.0,10.0,11.0,22.0,22.0,12.0,6.0,3.0,1.0,93,4.0,3.0,5.0,5.0,8.0,7.0,5.0,3.0,2.0,1.0,06,067,009005,2018,06067009005
"Census Tract 90.07, Sacramento County, California",1082,2.0,3.0,19.0,21.0,10.0,14.0,16.0,8.0,3.0,0.0,63,2.0,2.0,7.0,6.0,5.0,6.0,7.0,5.0,2.0,3.0,06,067,009007,2018,06067009007
"Census Tract 91.10, Sacramento County, California",732,9.0,13.0,21.0,10.0,19.0,14.0,4.0,6.0,0.0,0.0,38,4.0,6.0,6.0,5.0,6.0,5.0,3.0,3.0,1.0,4.0,06,067,009110,2018,06067009110
"Census Tract 93.14, Sacramento County, California",1866,5.0,4.0,5.0,8.0,12.0,13.0,15.0,19.0,8.0,5.0,78,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,06,067,009314,2018,06067009314
"Census Tract 94.04, Sacramento County, California",2060,3.0,3.0,2.0,4.0,9.0,9.0,15.0,20.0,18.0,12.0,168,4.0,4.0,3.0,4.0,5.0,5.0,6.0,6.0,8.0,6.0,06,067,009404,2018,06067009404
"Census Tract 95.01, Sacramento County, California",789,7.0,9.0,11.0,9.0,16.0,18.0,9.0,10.0,4.0,1.0,48,4.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,3.0,1.0,06,067,009501,2018,06067009501
"Census Tract 96.06, Sacramento County, California",2324,9.0,11.0,7.0,14.0,16.0,17.0,11.0,10.0,1.0,0.0,142,5.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,1.0,1.0,06,067,009606,2018,06067009606
"Census Tract 96.08, Sacramento County, California",2321,5.0,1.0,11.0,12.0,8.0,21.0,9.0,18.0,7.0,4.0,149,4.0,2.0,6.0,5.0,4.0,6.0,4.0,6.0,3.0,2.0,06,067,009608,2018,06067009608
"Census Tract 96.15, Sacramento County, California",2752,1.0,0.0,4.0,5.0,8.0,21.0,19.0,28.0,5.0,4.0,136,1.0,0.0,2.0,2.0,4.0,5.0,5.0,6.0,2.0,4.0,06,067,009615,2018,06067009615
"Census Tract 35.02, Sacramento County, California",1218,7.0,4.0,10.0,10.0,11.0,16.0,12.0,17.0,6.0,4.0,86,3.0,4.0,4.0,5.0,5.0,6.0,5.0,6.0,4.0,3.0,06,067,003502,2018,06067003502
"Census Tract 42.01, Sacramento County, California",1608,4.0,5.0,11.0,9.0,15.0,17.0,13.0,17.0,5.0,0.0,90,2.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,0.0,06,067,004201,2018,06067004201
"Census Tract 2913, Los Angeles County, California",1046,0.0,4.0,7.0,9.0,11.0,13.0,11.0,24.0,15.0,3.0,41,0.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,06,037,291300,2018,06037291300
"Census Tract 2941.20, Los Angeles County, California",581,8.0,7.0,13.0,15.0,14.0,18.0,8.0,12.0,1.0,1.0,23,5.0,5.0,6.0,6.0,8.0,7.0,4.0,7.0,1.0,1.0,06,037,294120,2018,06037294120
"Census Tract 2945.20, Los Angeles County, California",928,1.0,8.0,8.0,13.0,20.0,15.0,12.0,16.0,2.0,2.0,37,1.0,3.0,3.0,5.0,6.0,6.0,5.0,4.0,3.0,2.0,06,037,294520,2018,06037294520
"Census Tract 2948.20, Los Angeles County, California",897,2.0,2.0,22.0,17.0,18.0,15.0,10.0,6.0,1.0,2.0,42,2.0,2.0,6.0,6.0,6.0,5.0,5.0,3.0,2.0,2.0,06,037,294820,2018,06037294820
"Census Tract 2962.20, Los Angeles County, California",1650,15.0,13.0,15.0,16.0,11.0,7.0,6.0,3.0,3.0,5.0,138,6.0,6.0,7.0,6.0,6.0,3.0,4.0,2.0,2.0,4.0,06,037,296220,2018,06037296220
"Census Tract 2973, Los Angeles County, California",771,2.0,4.0,3.0,5.0,6.0,23.0,11.0,16.0,12.0,14.0,63,2.0,4.0,2.0,4.0,3.0,7.0,6.0,6.0,6.0,6.0,06,037,297300,2018,06037297300
"Census Tract 3006, Los Angeles County, California",3496,6.0,4.0,5.0,13.0,6.0,17.0,10.0,16.0,7.0,11.0,115,4.0,2.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,06,037,300600,2018,06037300600
"Census Tract 3009.01, Los Angeles County, California",2144,1.0,0.0,2.0,4.0,6.0,7.0,7.0,20.0,14.0,34.0,128,2.0,1.0,2.0,4.0,5.0,5.0,3.0,7.0,6.0,7.0,06,037,300901,2018,06037300901
"Census Tract 3011, Los Angeles County, California",2800,2.0,7.0,12.0,9.0,9.0,7.0,14.0,14.0,11.0,10.0,82,1.0,5.0,6.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,06,037,301100,2018,06037301100
"Census Tract 3022.02, Los Angeles County, California",1958,8.0,13.0,10.0,14.0,9.0,18.0,9.0,10.0,4.0,1.0,59,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,1.0,06,037,302202,2018,06037302202
"Census Tract 3023.02, Los Angeles County, California",1939,6.0,8.0,10.0,8.0,16.0,25.0,7.0,12.0,3.0,2.0,66,3.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,1.0,06,037,302302,2018,06037302302
"Census Tract 3113, Los Angeles County, California",1488,5.0,2.0,3.0,3.0,7.0,10.0,13.0,21.0,17.0,14.0,49,3.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,5.0,06,037,311300,2018,06037311300
"Census Tract 3200, Los Angeles County, California",0,,,,,,,,,,,12,,,,,,,,,,,06,037,320000,2018,06037320000
"Census Tract 4006.04, Los Angeles County, California",1159,6.0,3.0,8.0,4.0,9.0,8.0,14.0,19.0,13.0,12.0,88,4.0,3.0,4.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,06,037,400604,2018,06037400604
"Census Tract 4012.03, Los Angeles County, California",1694,2.0,2.0,3.0,4.0,12.0,22.0,9.0,21.0,13.0,9.0,49,1.0,3.0,2.0,3.0,5.0,5.0,3.0,6.0,4.0,4.0,06,037,401203,2018,06037401203
"Census Tract 4015, Los Angeles County, California",1853,3.0,4.0,10.0,8.0,11.0,12.0,12.0,24.0,4.0,8.0,72,2.0,3.0,4.0,3.0,4.0,5.0,3.0,6.0,2.0,4.0,06,037,401500,2018,06037401500
"Census Tract 4016.02, Los Angeles County, California",1942,2.0,2.0,7.0,9.0,9.0,22.0,10.0,18.0,10.0,6.0,77,1.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,06,037,401602,2018,06037401602
"Census Tract 1011.10, Los Angeles County, California",1596,6.0,6.0,9.0,13.0,13.0,11.0,17.0,11.0,6.0,2.0,88,5.0,3.0,4.0,5.0,5.0,4.0,6.0,4.0,3.0,2.0,06,037,101110,2018,06037101110
"Census Tract 1032, Los Angeles County, California",2274,1.0,5.0,12.0,12.0,6.0,13.0,8.0,27.0,5.0,7.0,76,1.0,4.0,6.0,6.0,3.0,5.0,4.0,8.0,3.0,4.0,06,037,103200,2018,06037103200
"Census Tract 1041.03, Los Angeles County, California",845,0.0,3.0,2.0,6.0,21.0,9.0,18.0,27.0,5.0,5.0,42,1.0,3.0,2.0,5.0,7.0,4.0,6.0,8.0,3.0,3.0,06,037,104103,2018,06037104103
"Census Tract 1066.03, Los Angeles County, California",969,1.0,1.0,1.0,4.0,10.0,11.0,12.0,20.0,16.0,21.0,46,1.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,06,037,106603,2018,06037106603
